label,message
spam,"Dear Customer, Your Netflix subscription has been suspended due to suspicious activity. Unsubscribe by clicking http://secure-login-verify.com Within 24 hours or your account is deleted."
spam,ATTENTION: You have been selected to receive a Tesla Model S. Pay the $1.99 shipping fee at http://claim-now.net to get your package. Act now!
ham,"Hope you are having a good week. Here are the meeting minutes from our sync on Q4 planning. Regards,"
ham,"Hope you are having a good week. Could you clarify your notes on the budget spreadsheet? Thanks,"
spam,URGENT: Get up to 99% off on all enhancement pills! Shop now while stocks last! Visit http://secure-login-verify.com Act now!
ham,"Hey! Just checking in regarding our last conversation. Can you review the attached presentation by 2 PM? Best,"
spam,"Hey friend, Clearance sale! Massive discounts on weight loss gummies. Pay the $1.99 shipping fee at http://update-your-billing.net to get your package. Do this immediately."
ham,"Hello, Thanks for reaching out! Could you clarify your notes on the Q3 report? Regards,"
spam,"ATTENTION: Make $10,000/week working from home starting tonight! Unsubscribe by clicking http://claim-now.net Act now!"
spam,"Hey friend, Your Bank of America account has been suspended due to suspicious activity. Click here to claim your reward: www.free-prize.info Limited time only."
ham,"Hi there, Following up on the previous thread. Just a reminder that the all-hands meeting is happening at Friday. Sincerely,"
spam,URGENT: Your Netflix subscription has been suspended due to suspicious activity. Click here to claim your reward: http://secure-login-verify.com Do this immediately.
ham,"Hey! Just checking in regarding our last conversation. Here are the meeting minutes from our sync on Apollo migration. Regards,"
spam,"Congratulations! Your Netflix subscription has been suspended due to suspicious activity. Log in at http://claim-now.net to secure your account. Hurry, offer ends {time}!"
spam,URGENT: You have been selected to receive a Tesla Model S. Click here to claim your reward: http://secure-login-verify.com Act now!
ham,"Hey! Following up on the previous thread. Thanks for the update on the Q4 planning. Looks good. Thanks,"
ham,"Following up on the previous thread. Please find your receipt for your recent software purchase attached. Best,"
spam,WARNING: Get up to 99% off on all software licenses! Pay the $1.99 shipping fee at http://claim-now.net to get your package. Do this immediately.
ham,"Dear Team, Just checking in regarding our last conversation. Can we push the team building to next week instead? Cheers,"
spam,"Dear Customer, Clearance sale! Massive discounts on rolex watches. Verify your identity immediately at http://secure-login-verify.com to restore access. Within 24 hours or your account is deleted."
spam,"Dear Customer, Your package could not be delivered. Verify your identity immediately at http://bit.ly/scam123 to restore access. Within 24 hours or your account is deleted."
ham,"Good morning, I hope this email finds you well. Do you have a few minutes to chat at next week? Cheers,"
ham,"Hello, Following up on the previous thread. Let's schedule a meeting for next week to discuss the client pitch. Sincerely,"
spam,Congratulations! We noticed a login attempt on your Amazon account. Log in at www.free-prize.info to secure your account. Limited time only.
spam,URGENT: Your Bank of America account has been suspended due to suspicious activity. Unsubscribe by clicking www.free-prize.info Act now!
spam,"Hey friend, Your package could not be delivered. Unsubscribe by clicking http://bit.ly/scam123 Within 24 hours or your account is deleted."
spam,URGENT: Your package could not be delivered. Download the secure attachment to view your invoice. Within 24 hours or your account is deleted.
ham,"I hope this email finds you well. The marketing campaign is progressing well. We hit the milestone. Sincerely,"
spam,"Dear Customer, We noticed a login attempt on your Apple ID. Unsubscribe by clicking www.free-prize.info Act now!"
ham,"Hi there, Just checking in regarding our last conversation. Are we still on for lunch at 10 AM? Best,"
spam,Get up to 85% off on all designer handbags! Click here to claim your reward: http://secure-login-verify.com Within 24 hours or your account is deleted.
spam,WARNING: Your package could not be delivered. Pay the $1.99 shipping fee at http://bit.ly/scam123 to get your package. Act now!
ham,"Hello, Can we push the client call to Friday instead? Regards,"
ham,"I hope this email finds you well. Can you review the attached design mockup by Friday? Best,"
ham,"Hello, Hope you are having a good week. Let's schedule a meeting for next week to discuss the server upgrade. Regards,"
spam,"Hey friend, Clearance sale! Massive discounts on rolex watches. Unsubscribe by clicking http://claim-now.net Within 24 hours or your account is deleted."
spam,URGENT: Your package could not be delivered. Download the secure attachment to view your invoice. Do this immediately.
ham,"Hey! Following up on the previous thread. The Apollo migration is progressing well. We hit the milestone. Thanks,"
ham,"Hi everyone, Just a reminder that the team building is happening at next week. Best,"
ham,"Hey! Hope you are having a good week. Could you clarify your notes on the design mockup? Regards,"
spam,"WARNING: Your Amazon account has been suspended due to suspicious activity. Verify your identity immediately at http://secure-login-verify.com to restore access. Hurry, offer ends {time}!"
ham,"Hi everyone, Thanks for reaching out! Could you send me the link to the Q4 planning repository? Thanks,"
ham,"I have updated the presentation with the latest figures. Talk soon,"
ham,"Dear Team, Following up on the previous thread. Are we still on for lunch at EOD? Talk soon,"
spam,"URGENT: You have been selected to receive a free iPad Pro. Click here to claim your reward: http://bit.ly/scam123 Hurry, offer ends {time}!"
spam,"WARNING: We noticed a login attempt on your Bank of America account. Click here to claim your reward: www.free-prize.info Hurry, offer ends {time}!"
spam,WARNING: Clearance sale! Massive discounts on rolex watches. Unsubscribe by clicking http://secure-login-verify.com Act now!
spam,"Hey friend, We noticed a login attempt on your Apple ID. Download the secure attachment to view your invoice. Act now!"
ham,"Hey! Hope you are having a good week. Thanks for the update on the marketing campaign. Looks good. Best,"
spam,"URGENT: We noticed a login attempt on your Bank of America account. Pay the $1.99 shipping fee at http://secure-login-verify.com to get your package. Hurry, offer ends {time}!"
spam,ATTENTION: Invest in the new crypto coin and turn $100 into thousands of dollars. Reply to this email to find out how. Act now!
ham,"Hey! Following up on the previous thread. Please find your receipt for the conference ticket attached. Regards,"
spam,"ATTENTION: You have been selected to receive a free iPad Pro. Verify your identity immediately at http://update-your-billing.net to restore access. Hurry, offer ends {time}!"
ham,"Dear Team, Thanks for reaching out! Can you review the attached budget spreadsheet by noon? Regards,"
spam,URGENT: We noticed a login attempt on your Bank of America account. Shop now while stocks last! Visit http://secure-login-verify.com Within 24 hours or your account is deleted.
spam,"URGENT: Get up to 90% off on all weight loss gummies! Log in at http://secure-login-verify.com to secure your account. Hurry, offer ends {time}!"
spam,You are the lucky winner of our daily giveaway! Pay the $1.99 shipping fee at http://secure-login-verify.com to get your package. Do this immediately.
ham,"Thanks for the update on the marketing campaign. Looks good. Sincerely,"
spam,Your Crypto wallet has been suspended due to suspicious activity. Download the secure attachment to view your invoice. Within 24 hours or your account is deleted.
spam,"We noticed a login attempt on your Amazon account. Download the secure attachment to view your invoice. Hurry, offer ends {time}!"
ham,"Hey! I hope this email finds you well. Can we push the all-hands meeting to 2 PM instead? Cheers,"
ham,"Hi there, Following up on the previous thread. I'll be out of office until noon. Best,"
spam,"WARNING: Make thousands of dollars working from home starting in 24 hours! Reply to this email to find out how. Hurry, offer ends {time}!"
ham,"Following up on the previous thread. Do you have a few minutes to chat at EOD? Talk soon,"
